src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,duration,packet_count,byte_count,label
192.168.1.1,192.168.1.100,52152,22,UDP,201,RST,0.7315037270815691,4,24640,0
10.0.0.2,8.8.8.8,45420,53,ICMP,282,PSH,0.8346929216301046,10,4304,0
10.0.0.1,10.0.0.100,18202,23,TCP,62,SYN,0.2001013066986037,103,12148,1
10.0.0.1,192.168.1.200,2746,21,UDP,1242,RST,1.0461731127149982,11,2623,0
192.168.1.1,1.1.1.1,14909,22,ICMP,457,PSH,0.06268870247352722,11,4635,0
10.0.0.1,8.8.8.8,61587,23,ICMP,106,PSH,0.022571923765376874,99,5922,1
10.0.0.1,1.1.1.1,51074,23,TCP,838,PSH,0.3047278274995524,107,21384,1
192.168.1.1,1.1.1.1,63631,23,ICMP,389,SYN,0.14167763007346956,110,598,1
10.0.0.1,10.0.0.100,1126,80,UDP,601,PSH,3.8433756157031413,9,666,0
172.16.0.1,8.8.8.8,28459,21,ICMP,284,SYN,0.15600499836036877,7,3703,0
192.168.1.2,192.168.1.200,62556,22,TCP,164,ACK,2.4128746534408694,9,287,0
192.168.1.2,10.0.0.100,14286,3389,ICMP,613,ACK,1.1283997876110152,10,6500,0
192.168.1.1,192.168.1.200,8477,21,ICMP,2164,ACK,1.091580504281083,11,23418,0
10.0.0.2,192.168.1.100,43431,22,UDP,208,PSH,2.0876564713639483,8,8341,0
192.168.1.1,1.1.1.1,46198,22,UDP,840,SYN,1.7821807596985662,4,1544,0
10.0.0.2,192.168.1.100,52208,443,UDP,3261,ACK,0.42378351881707166,11,8036,0
192.168.1.2,1.1.1.1,13248,25,UDP,1013,FIN,1.2220342761867966,6,4942,0
192.168.1.1,10.0.0.100,7196,22,ICMP,579,ACK,0.051927793204545436,11,635,0
172.16.0.1,192.168.1.200,12276,23,UDP,132,PSH,0.0281279012232616,111,4172,1
10.0.0.1,192.168.1.200,18942,53,ICMP,1740,FIN,2.777034762835886,6,11354,0
10.0.0.2,10.0.0.100,8221,25,UDP,892,RST,0.3203284780857751,6,1711,0
10.0.0.1,8.8.8.8,32615,443,UDP,2054,FIN,0.051262546508183585,7,5380,0
10.0.0.1,192.168.1.100,14701,25,UDP,722,RST,0.8745371520736419,9,212,0
192.168.1.1,192.168.1.100,12063,23,ICMP,384,FIN,0.034620580952018816,103,8985,1
10.0.0.1,192.168.1.200,28809,22,UDP,3036,SYN,0.4775253991221189,15,1152,0
172.16.0.1,192.168.1.200,5594,80,ICMP,695,FIN,0.8733681939770054,17,4690,0
10.0.0.1,192.168.1.200,7730,22,UDP,928,ACK,0.9717745292948459,13,3713,0
192.168.1.1,10.0.0.100,12679,3389,UDP,940,RST,0.5750476893488938,13,3971,0
172.16.0.1,8.8.8.8,34226,80,TCP,1520,RST,0.7083608075098249,12,1463,0
192.168.1.2,192.168.1.100,48931,3389,UDP,1731,ACK,4.999065989212656,12,4094,0
10.0.0.1,1.1.1.1,10473,80,ICMP,27,SYN,3.1500019812710707,11,4615,0
192.168.1.1,10.0.0.100,25654,21,TCP,1321,FIN,1.2286654129993466,11,2770,0
192.168.1.2,192.168.1.100,10146,22,ICMP,1531,SYN,0.176116281724737,14,5015,0
192.168.1.2,8.8.8.8,47395,8080,ICMP,1205,ACK,0.44622473580379257,15,1063,0
10.0.0.2,10.0.0.100,12015,8080,TCP,1250,FIN,2.1463356806487575,7,3593,0
172.16.0.1,192.168.1.100,25911,3389,UDP,42,ACK,0.5508942843690384,8,6308,0
10.0.0.1,10.0.0.100,14883,23,TCP,275,RST,0.031851393973604196,121,2294,1
192.168.1.1,192.168.1.100,24664,53,ICMP,1704,RST,0.6700202481469282,11,2647,0
10.0.0.2,192.168.1.100,49363,8080,UDP,2718,RST,1.9788300510886543,12,896,0
172.16.0.1,8.8.8.8,26556,8080,TCP,260,PSH,0.0360198967451293,9,4791,0
10.0.0.2,1.1.1.1,40253,25,ICMP,865,PSH,0.5694504560240158,10,659,0
172.16.0.1,8.8.8.8,54259,3389,UDP,103,RST,0.02483881488513707,107,3473,1
172.16.0.1,192.168.1.100,39788,3389,ICMP,1395,PSH,1.9919035405648156,13,1181,0
10.0.0.1,10.0.0.100,38644,443,UDP,964,PSH,0.9406676821455152,6,1079,0
172.16.0.1,8.8.8.8,3536,53,UDP,18,ACK,0.19026747326911256,15,503,0
10.0.0.2,1.1.1.1,16470,53,TCP,1286,FIN,2.169752890531143,14,2211,0
172.16.0.1,192.168.1.100,22936,22,UDP,1483,RST,0.8552265894233188,12,10102,0
10.0.0.1,8.8.8.8,35055,80,ICMP,1283,PSH,0.1143095297384666,14,4643,0
10.0.0.1,8.8.8.8,56127,3389,UDP,1451,ACK,0.6233352956837331,14,7550,0
10.0.0.2,8.8.8.8,36539,3389,ICMP,136,ACK,0.028223505933211025,93,608,1
192.168.1.2,8.8.8.8,16440,53,UDP,5075,FIN,0.5996855196988361,6,1879,0
192.168.1.2,10.0.0.100,8304,22,UDP,1473,ACK,2.0463171214051075,12,2460,0
172.16.0.1,1.1.1.1,11998,21,TCP,864,SYN,0.5511170551722013,12,9830,0
192.168.1.1,1.1.1.1,51269,23,UDP,124,SYN,0.09177928937691793,97,5459,1
172.16.0.1,192.168.1.100,44770,3389,UDP,2,RST,0.10648956440150525,91,3371,1
10.0.0.2,192.168.1.200,44799,53,ICMP,1685,FIN,0.7188473181256688,9,1786,0
10.0.0.2,10.0.0.100,37555,3389,ICMP,829,SYN,0.25213130317445265,12,7134,0
10.0.0.2,192.168.1.100,57527,8080,ICMP,748,FIN,0.25513376001518423,10,10960,0
10.0.0.2,192.168.1.100,13251,23,UDP,77,RST,0.02375601118184352,111,3848,1
10.0.0.2,8.8.8.8,14055,443,ICMP,288,ACK,0.04520582640990996,8,221,0
10.0.0.1,192.168.1.200,44307,8080,ICMP,718,ACK,0.17830121927962997,10,1586,0
192.168.1.2,192.168.1.200,34024,21,UDP,862,ACK,0.5522739000073842,9,6848,0
10.0.0.2,10.0.0.100,52277,25,ICMP,280,SYN,0.14048177490587774,13,2451,0
192.168.1.1,192.168.1.200,46336,80,TCP,2558,FIN,0.14316017292032882,6,4916,0
192.168.1.1,192.168.1.100,3052,3389,TCP,7,SYN,0.18818121147890865,117,3717,1
192.168.1.1,192.168.1.200,56409,3389,ICMP,432,PSH,0.14588878574585853,99,11914,1
192.168.1.1,192.168.1.200,31457,80,ICMP,572,FIN,0.517066221892126,12,1833,0
10.0.0.1,1.1.1.1,58102,80,ICMP,59,RST,0.3116137029438,10,2953,0
192.168.1.1,192.168.1.100,19337,25,UDP,2140,SYN,0.7183566028437535,12,334,0
10.0.0.2,192.168.1.200,49814,53,TCP,381,ACK,0.9065010615946542,11,8172,0
172.16.0.1,192.168.1.200,10674,53,TCP,1028,ACK,0.5416036483208848,10,1971,0
192.168.1.1,8.8.8.8,27248,25,ICMP,935,ACK,0.5005593633767598,7,6399,0
10.0.0.1,192.168.1.200,58775,80,ICMP,878,SYN,1.2053960955380199,8,15,0
10.0.0.1,192.168.1.200,53516,80,UDP,745,SYN,2.9912762341829753,15,10103,0
192.168.1.1,1.1.1.1,31388,443,UDP,200,ACK,2.1022768621626957,9,17870,0
172.16.0.1,192.168.1.100,19385,22,TCP,176,ACK,0.06717779118975084,98,3174,1
192.168.1.1,10.0.0.100,3437,8080,UDP,742,ACK,1.0564401766244758,7,3294,0
10.0.0.1,192.168.1.100,41818,22,TCP,1557,PSH,0.0070725642244895,10,4790,0
192.168.1.2,8.8.8.8,32094,8080,ICMP,565,SYN,1.0026435367268405,15,18466,0
10.0.0.2,192.168.1.100,39210,23,ICMP,103,ACK,0.01607336023732668,103,4088,1
10.0.0.1,192.168.1.200,23433,3389,TCP,92,RST,0.6755293938668552,12,383,0
192.168.1.1,8.8.8.8,30878,23,ICMP,20,ACK,0.050864836702749244,98,4163,1
10.0.0.2,192.168.1.100,32230,21,UDP,550,SYN,1.3573391634922047,6,2715,0
192.168.1.1,8.8.8.8,55113,23,ICMP,8,RST,0.04851492729529038,94,7153,1
192.168.1.1,10.0.0.100,30679,443,ICMP,1122,SYN,0.04549857053650719,10,1807,0
192.168.1.2,192.168.1.100,10976,443,TCP,232,SYN,1.3336806068689955,5,12915,0
10.0.0.2,192.168.1.200,37389,443,UDP,711,SYN,1.7708749607244207,6,8049,0
10.0.0.2,8.8.8.8,18786,8080,UDP,365,FIN,0.07060770080327308,12,1976,0
192.168.1.2,1.1.1.1,1644,25,ICMP,2683,RST,0.39000513278116,8,2169,0
10.0.0.1,8.8.8.8,34721,22,ICMP,259,PSH,1.5705253084340247,11,3647,0
192.168.1.1,1.1.1.1,56720,443,UDP,544,PSH,0.6794549794448951,10,524,0
172.16.0.1,192.168.1.200,57748,53,UDP,3206,FIN,1.187086414695353,10,5857,0
192.168.1.1,10.0.0.100,16479,21,TCP,383,SYN,0.6977895549202703,4,4697,0
192.168.1.1,1.1.1.1,23234,3389,ICMP,1034,PSH,3.826875647517418,6,1918,0
10.0.0.1,10.0.0.100,48697,443,ICMP,380,RST,2.751893518762956,7,5081,0
192.168.1.1,8.8.8.8,1998,25,UDP,117,ACK,0.330095947099758,8,517,0
192.168.1.2,192.168.1.200,13703,53,TCP,987,RST,0.4875727816902061,10,15188,0
192.168.1.2,1.1.1.1,62815,3389,UDP,2477,SYN,0.5644831103659316,11,346,0
10.0.0.2,8.8.8.8,28453,80,ICMP,602,RST,0.11004294217484943,12,1993,0
172.16.0.1,192.168.1.100,19097,8080,ICMP,983,SYN,0.5176403696216844,16,17622,0
192.168.1.1,8.8.8.8,5695,80,ICMP,938,RST,1.4909787551178335,9,2540,0
192.168.1.1,10.0.0.100,31389,3389,ICMP,536,FIN,1.876639688234073,13,10840,0
10.0.0.1,192.168.1.200,57096,23,TCP,59,RST,0.23132147595463237,99,817,1
192.168.1.2,192.168.1.200,56952,80,ICMP,300,PSH,0.01466602244280118,11,345,0
172.16.0.1,8.8.8.8,47391,443,UDP,474,ACK,1.5549783201173208,10,572,0
10.0.0.2,192.168.1.100,46602,3389,TCP,583,FIN,0.6984164075559371,11,17887,0
192.168.1.2,10.0.0.100,9941,23,TCP,100,RST,0.19899703062882962,113,464,1
10.0.0.2,8.8.8.8,42145,22,ICMP,428,SYN,0.6906403702589132,15,5273,0
10.0.0.1,8.8.8.8,8808,53,TCP,1008,FIN,1.8595703253819778,9,2904,0
10.0.0.1,192.168.1.200,48017,22,ICMP,182,PSH,0.0036814009575921085,96,9859,1
192.168.1.1,10.0.0.100,34450,80,TCP,291,ACK,4.65237507027545,8,1742,0
172.16.0.1,192.168.1.100,36689,22,TCP,86,ACK,0.0005434173959915344,97,146,1
10.0.0.2,192.168.1.200,55844,8080,UDP,1436,RST,0.6728812667656512,8,6903,0
192.168.1.2,8.8.8.8,56401,443,UDP,620,PSH,0.34940050674177525,8,4442,0
10.0.0.1,192.168.1.200,62987,21,UDP,408,PSH,0.01111257926768904,6,2850,0
192.168.1.1,192.168.1.200,13315,53,TCP,2410,ACK,0.9430155720572411,8,1950,0
192.168.1.1,1.1.1.1,19950,21,UDP,145,ACK,0.8615552910721057,12,11484,0
10.0.0.2,192.168.1.200,27178,53,UDP,1275,PSH,0.7273543414794278,8,649,0
10.0.0.1,192.168.1.200,62362,22,UDP,1171,ACK,0.7715508824247276,6,761,0
172.16.0.1,10.0.0.100,26674,25,TCP,1171,SYN,1.85484222582657,8,74,0
10.0.0.1,192.168.1.200,47364,80,ICMP,2739,ACK,0.3810699904580454,17,376,0
10.0.0.2,192.168.1.100,4229,8080,UDP,1302,SYN,0.7990721755066925,8,9734,0
10.0.0.2,8.8.8.8,37836,22,TCP,131,ACK,0.1482691078647738,100,7890,1
10.0.0.1,10.0.0.100,31318,8080,TCP,436,FIN,0.23549315336530502,7,540,0
10.0.0.2,192.168.1.200,37225,443,ICMP,496,FIN,2.5878622601770385,13,7566,0
10.0.0.1,192.168.1.100,40503,3389,UDP,227,FIN,0.011876113047335532,85,5122,1
192.168.1.2,8.8.8.8,8408,80,TCP,2447,SYN,0.05476816704011749,9,2450,0
10.0.0.1,10.0.0.100,18285,22,TCP,76,SYN,2.0032711681347326,16,439,0
10.0.0.1,192.168.1.100,51267,80,TCP,1203,RST,2.657406689159281,18,4610,0
10.0.0.2,192.168.1.200,4083,443,ICMP,1309,RST,1.5782786839065155,10,9152,0
10.0.0.2,1.1.1.1,32758,80,UDP,1856,ACK,0.5555172513865685,13,2729,0
192.168.1.1,1.1.1.1,24415,25,TCP,806,SYN,5.180872115540763,12,2761,0
192.168.1.1,10.0.0.100,16939,53,TCP,1291,FIN,0.1328869139579897,11,8763,0
192.168.1.2,192.168.1.100,55438,3389,TCP,8,FIN,0.022406624758756072,104,1182,1
192.168.1.1,8.8.8.8,41305,21,TCP,1368,FIN,0.18680053735552066,10,946,0
10.0.0.1,192.168.1.100,47657,53,UDP,420,ACK,0.5786563187813891,8,5946,0
10.0.0.2,1.1.1.1,35466,21,UDP,2331,SYN,2.623125215215326,8,5342,0
192.168.1.1,10.0.0.100,43592,22,TCP,148,ACK,0.2921057218278284,87,12159,1
192.168.1.1,192.168.1.200,53002,22,TCP,379,PSH,1.5236361654326498,10,2034,0
192.168.1.2,192.168.1.100,26817,443,TCP,690,PSH,0.43672948653512006,11,1128,0
192.168.1.2,1.1.1.1,53228,25,ICMP,1495,RST,2.722202536292535,8,2800,0
10.0.0.1,8.8.8.8,47770,443,ICMP,1381,SYN,0.4592788350463322,10,2420,0
10.0.0.2,10.0.0.100,33013,22,ICMP,236,FIN,0.04079432377802866,14,13910,0
192.168.1.2,192.168.1.200,50489,25,TCP,155,SYN,1.0155622190744156,11,12481,0
192.168.1.1,192.168.1.100,26329,80,ICMP,362,RST,0.45043258409736614,10,2794,0
10.0.0.2,8.8.8.8,62407,3389,UDP,661,FIN,0.16691078102814164,7,2659,0
10.0.0.2,192.168.1.200,17791,22,ICMP,774,ACK,2.7281212138381403,8,2943,0
192.168.1.1,1.1.1.1,39676,3389,TCP,67,FIN,0.044796875179194895,106,6563,1
192.168.1.2,1.1.1.1,19220,25,UDP,1087,PSH,2.8222780743294034,10,3993,0
192.168.1.1,8.8.8.8,19732,22,TCP,557,ACK,0.874617936893074,4,1697,0
10.0.0.2,1.1.1.1,14407,22,UDP,2924,FIN,0.06599415031936115,9,7320,0
172.16.0.1,10.0.0.100,6272,25,ICMP,302,ACK,0.030397883293297987,6,11708,0
172.16.0.1,8.8.8.8,37221,23,ICMP,304,PSH,0.1828137810086543,107,6324,1
10.0.0.1,1.1.1.1,61113,53,UDP,945,PSH,0.03949780589378542,9,1082,0
192.168.1.1,192.168.1.100,64012,21,UDP,330,SYN,0.9549686650343785,9,7845,0
192.168.1.1,1.1.1.1,27464,22,TCP,530,PSH,0.35378741321732504,14,22527,0
10.0.0.1,10.0.0.100,53467,443,UDP,454,PSH,1.1636569830192254,6,5778,0
10.0.0.1,192.168.1.200,57349,53,TCP,189,PSH,0.33508460003833884,8,1397,0
10.0.0.1,192.168.1.200,22254,8080,UDP,648,RST,0.037932600394319,13,27,0
10.0.0.2,1.1.1.1,30678,53,UDP,488,PSH,1.3124436067255036,11,2433,0
192.168.1.1,192.168.1.200,56943,3389,ICMP,77,SYN,0.01799129528466644,98,3176,1
10.0.0.2,1.1.1.1,17635,25,ICMP,597,ACK,0.8002846680082398,12,12020,0
10.0.0.1,10.0.0.100,64507,25,TCP,547,RST,1.4866267387892318,6,4833,0
192.168.1.1,192.168.1.200,23481,25,TCP,140,ACK,1.213428373754744,8,1653,0
10.0.0.2,192.168.1.100,11280,21,TCP,140,ACK,0.4285870291327672,9,5883,0
10.0.0.2,1.1.1.1,55880,80,UDP,1042,SYN,1.3776385677250127,6,483,0
10.0.0.1,192.168.1.200,41995,25,UDP,1226,RST,2.5993887344214985,9,1200,0
192.168.1.1,10.0.0.100,41557,25,TCP,2833,FIN,0.9415433945856865,11,6822,0
10.0.0.1,10.0.0.100,35314,53,UDP,91,PSH,1.2157285013756756,6,1763,0
192.168.1.1,192.168.1.100,34483,443,ICMP,125,ACK,2.009230189122692,7,158,0
172.16.0.1,10.0.0.100,29305,443,UDP,53,ACK,1.8555981794777772,7,3433,0
192.168.1.2,10.0.0.100,2763,22,ICMP,759,SYN,0.43324953644810127,8,5365,0
192.168.1.2,192.168.1.200,2549,22,TCP,974,SYN,4.791571667534823,7,7779,0
192.168.1.2,1.1.1.1,17477,23,UDP,37,SYN,0.11398878029367239,107,1826,1
10.0.0.1,8.8.8.8,7275,25,TCP,1599,RST,4.3205607117926075,8,2763,0
172.16.0.1,10.0.0.100,44232,23,ICMP,311,PSH,0.09868411868351654,109,4065,1
192.168.1.1,10.0.0.100,20531,22,TCP,4257,RST,0.5805992472019535,9,388,0
10.0.0.2,8.8.8.8,14884,8080,ICMP,148,SYN,2.151485386869196,12,1101,0
192.168.1.1,10.0.0.100,22132,443,ICMP,60,SYN,0.2801489690273047,10,2304,0
10.0.0.2,192.168.1.200,28930,25,TCP,321,ACK,0.25461052814189766,11,1554,0
192.168.1.1,192.168.1.200,8673,3389,ICMP,292,RST,0.13298271771382486,83,3135,1
172.16.0.1,8.8.8.8,35079,25,TCP,2697,RST,1.2223082954169044,10,5259,0
10.0.0.2,10.0.0.100,14217,22,TCP,362,PSH,0.007498729528070092,10,3879,0
10.0.0.1,10.0.0.100,32046,25,TCP,803,RST,0.5986450288966061,9,7440,0
192.168.1.1,1.1.1.1,32680,25,ICMP,382,PSH,0.6715989754766702,8,4922,0
192.168.1.1,10.0.0.100,42559,3389,ICMP,124,FIN,0.03450043787348028,104,1725,1
10.0.0.2,192.168.1.200,16937,443,UDP,165,PSH,0.7898997723240029,10,638,0
10.0.0.1,192.168.1.100,65066,80,TCP,386,SYN,0.16791890157662984,8,5103,0
10.0.0.1,192.168.1.100,60540,3389,TCP,40,FIN,0.01473204629540678,108,1190,1
172.16.0.1,192.168.1.100,16653,21,TCP,3562,ACK,1.2491069772243197,9,1918,0
10.0.0.1,192.168.1.100,31716,8080,TCP,816,ACK,2.06978066157927,5,7928,0
10.0.0.1,10.0.0.100,5978,22,TCP,760,ACK,0.8900845377976108,13,1241,0
10.0.0.1,10.0.0.100,34536,3389,TCP,35,SYN,0.07779349001406546,10,3859,0
192.168.1.2,1.1.1.1,11743,80,TCP,1833,ACK,1.1355227860928387,9,498,0
172.16.0.1,10.0.0.100,56451,53,UDP,45,PSH,2.278847286229103,15,2693,0
192.168.1.1,192.168.1.100,28673,3389,UDP,2366,SYN,0.7018127039850667,11,19629,0
10.0.0.2,8.8.8.8,13426,22,TCP,773,RST,0.6806100322733188,17,15437,0
192.168.1.1,8.8.8.8,38368,80,TCP,184,SYN,4.757573329746678,9,14649,0
172.16.0.1,192.168.1.200,55252,25,UDP,600,SYN,1.0114198438238715,7,4521,0
10.0.0.2,192.168.1.200,10240,22,UDP,5295,RST,1.6400461086777365,13,1745,0
172.16.0.1,10.0.0.100,50155,80,TCP,363,PSH,1.0398533646108328,10,2192,0
10.0.0.1,8.8.8.8,32074,21,TCP,313,FIN,0.2496360060591755,6,1153,0
10.0.0.2,192.168.1.100,31296,22,UDP,128,RST,0.007932877319993103,106,513,1
10.0.0.1,192.168.1.100,51117,8080,UDP,909,SYN,1.0957337119950408,10,924,0
192.168.1.1,192.168.1.100,6074,22,TCP,93,ACK,0.6089367944838793,16,3148,0
192.168.1.1,10.0.0.100,47740,53,UDP,1452,RST,0.5180983228739958,7,137,0
